city,date,rain_mm
goldcoast,2022-03-20,0.0
goldcoast,2022-03-21,0.0
goldcoast,2022-03-22,0.0
goldcoast,2022-03-23,0.0
goldcoast,2022-03-24,2.1
goldcoast,2022-03-25,14.4
goldcoast,2022-03-26,8.8
goldcoast,2022-03-27,1.7
goldcoast,2022-03-28,103.6
goldcoast,2022-03-29,58.8
goldcoast,2022-03-30,47.9
goldcoast,2022-03-31,0.0
goldcoast,2022-04-01,0.1
goldcoast,2022-04-02,0.6
goldcoast,2022-04-03,0.0
goldcoast,2022-04-04,0.2
goldcoast,2022-04-05,0.4
goldcoast,2022-04-06,0.2
goldcoast,2022-04-07,1.6
goldcoast,2022-04-08,4.2
goldcoast,2022-04-09,6.8
goldcoast,2022-04-10,0.0
goldcoast,2022-04-11,0.0
goldcoast,2022-04-12,0.5
goldcoast,2022-04-13,4.5
goldcoast,2022-04-14,4.0
goldcoast,2022-04-15,1.4
goldcoast,2022-04-16,0.3
goldcoast,2022-04-17,0.3
goldcoast,2022-04-18,0.0
goldcoast,2022-04-19,0.0
goldcoast,2022-04-20,0.0
goldcoast,2022-04-21,0.9
goldcoast,2022-04-22,1.4
goldcoast,2022-04-23,9.2
goldcoast,2022-04-24,5.0
goldcoast,2022-04-25,8.9
goldcoast,2022-04-26,0.2
goldcoast,2022-04-27,2.1
goldcoast,2022-04-28,2.4
goldcoast,2022-04-29,2.9
goldcoast,2022-04-30,1.8
goldcoast,2022-05-01,3.0
goldcoast,2022-05-02,0.0
goldcoast,2022-05-03,0.0
goldcoast,2022-05-04,0.4
goldcoast,2022-05-05,6.9
goldcoast,2022-05-06,37.2
goldcoast,2022-05-07,41.7
goldcoast,2022-05-08,9.0
goldcoast,2022-05-09,29.5
goldcoast,2022-05-10,5.7
goldcoast,2022-05-11,47.3
goldcoast,2022-05-12,24.0
goldcoast,2022-05-13,23.9
goldcoast,2022-05-14,34.7
goldcoast,2022-05-15,12.8
goldcoast,2022-05-16,8.0
goldcoast,2022-05-17,6.7
goldcoast,2022-05-18,0.5
goldcoast,2022-05-19,0.7
goldcoast,2022-05-20,5.8
goldcoast,2022-05-21,26.8
goldcoast,2022-05-22,24.4
goldcoast,2022-05-23,5.0
goldcoast,2022-05-24,2.1
goldcoast,2022-05-25,0.6
goldcoast,2022-05-26,0.6
goldcoast,2022-05-27,0.2
goldcoast,2022-05-28,0.3
goldcoast,2022-05-29,0.0
goldcoast,2022-05-30,1.4
goldcoast,2022-05-31,0.0
goldcoast,2022-06-01,0.0
goldcoast,2022-06-02,0.0
goldcoast,2022-06-03,2.1
goldcoast,2022-06-04,1.9
goldcoast,2022-06-05,0.0
goldcoast,2022-06-06,0.8
goldcoast,2022-06-07,0.0
goldcoast,2022-06-08,0.0
goldcoast,2022-06-09,0.0
goldcoast,2022-06-10,0.0
goldcoast,2022-06-11,0.0
goldcoast,2022-06-12,0.0
goldcoast,2022-06-13,0.0
goldcoast,2022-06-14,0.2
goldcoast,2022-06-15,0.0
goldcoast,2022-06-16,0.0
goldcoast,2022-06-17,0.0
goldcoast,2022-06-18,0.1
goldcoast,2022-06-19,0.1
goldcoast,2022-06-20,0.1
goldcoast,2022-06-21,0.0
goldcoast,2022-06-22,0.0
goldcoast,2022-06-23,0.0
goldcoast,2022-06-24,0.0
goldcoast,2022-06-25,0.0
goldcoast,2022-06-26,0.0
goldcoast,2022-06-27,0.0
goldcoast,2022-06-28,0.0
goldcoast,2022-06-29,0.0
goldcoast,2022-06-30,0.2
goldcoast,2022-07-01,17.2
goldcoast,2022-07-02,17.8
goldcoast,2022-07-03,0.1
goldcoast,2022-07-04,2.4
goldcoast,2022-07-05,17.9
goldcoast,2022-07-06,12.9
goldcoast,2022-07-07,0.1
goldcoast,2022-07-08,0.0
goldcoast,2022-07-09,0.0
goldcoast,2022-07-10,0.0
goldcoast,2022-07-11,0.0
goldcoast,2022-07-12,10.2
goldcoast,2022-07-13,0.3
goldcoast,2022-07-14,0.0
goldcoast,2022-07-15,0.0
goldcoast,2022-07-16,0.0
goldcoast,2022-07-17,0.0
goldcoast,2022-07-18,0.0
goldcoast,2022-07-19,0.0
goldcoast,2022-07-20,1.0
goldcoast,2022-07-21,20.7
goldcoast,2022-07-22,20.1
goldcoast,2022-07-23,0.5
goldcoast,2022-07-24,0.0
goldcoast,2022-07-25,0.0
goldcoast,2022-07-26,0.0
goldcoast,2022-07-27,0.0
goldcoast,2022-07-28,0.0
goldcoast,2022-07-29,0.0
goldcoast,2022-07-30,0.0
goldcoast,2022-07-31,0.1
goldcoast,2022-08-01,0.5
goldcoast,2022-08-02,0.0
goldcoast,2022-08-03,0.0
goldcoast,2022-08-04,0.0
goldcoast,2022-08-05,0.4
goldcoast,2022-08-06,13.0
goldcoast,2022-08-07,0.0
goldcoast,2022-08-08,0.0
goldcoast,2022-08-09,0.0
goldcoast,2022-08-10,0.0
goldcoast,2022-08-11,0.3
goldcoast,2022-08-12,1.8
goldcoast,2022-08-13,20.9
goldcoast,2022-08-14,0.0
goldcoast,2022-08-15,0.0
goldcoast,2022-08-16,4.2
goldcoast,2022-08-17,0.0
goldcoast,2022-08-18,0.0
goldcoast,2022-08-19,0.0
goldcoast,2022-08-20,0.0
goldcoast,2022-08-21,0.0
goldcoast,2022-08-22,0.0
goldcoast,2022-08-23,0.8
goldcoast,2022-08-24,0.1
goldcoast,2022-08-25,0.0
goldcoast,2022-08-26,0.0
goldcoast,2022-08-27,2.2
goldcoast,2022-08-28,0.9
goldcoast,2022-08-29,2.9
goldcoast,2022-08-30,3.9
goldcoast,2022-08-31,5.4
goldcoast,2022-09-01,0.8
goldcoast,2022-09-02,9.7
goldcoast,2022-09-03,26.6
goldcoast,2022-09-04,0.1
goldcoast,2022-09-05,0.0
goldcoast,2022-09-06,0.6
goldcoast,2022-09-07,0.0
goldcoast,2022-09-08,1.5
goldcoast,2022-09-09,18.3
goldcoast,2022-09-10,0.0
goldcoast,2022-09-11,0.0
goldcoast,2022-09-12,0.0
goldcoast,2022-09-13,0.0
goldcoast,2022-09-14,0.4
goldcoast,2022-09-15,0.4
goldcoast,2022-09-16,2.0
goldcoast,2022-09-17,7.3
goldcoast,2022-09-18,0.0
goldcoast,2022-09-19,0.0
goldcoast,2022-09-20,0.0
goldcoast,2022-09-21,5.0
goldcoast,2022-09-22,25.4
goldcoast,2022-09-23,13.2
goldcoast,2022-09-24,0.4
goldcoast,2022-09-25,0.0
goldcoast,2022-09-26,1.2
goldcoast,2022-09-27,1.9
goldcoast,2022-09-28,0.9
goldcoast,2022-09-29,0.0
goldcoast,2022-09-30,0.0
goldcoast,2022-10-01,15.3
goldcoast,2022-10-02,4.3
goldcoast,2022-10-03,0.0
goldcoast,2022-10-04,0.0
goldcoast,2022-10-05,0.2
goldcoast,2022-10-06,2.4
goldcoast,2022-10-07,0.2
goldcoast,2022-10-08,0.3
goldcoast,2022-10-09,4.3
goldcoast,2022-10-10,0.8
goldcoast,2022-10-11,0.0
goldcoast,2022-10-12,0.1
goldcoast,2022-10-13,0.5
goldcoast,2022-10-14,0.5
goldcoast,2022-10-15,0.0
goldcoast,2022-10-16,0.5
goldcoast,2022-10-17,2.6
goldcoast,2022-10-18,0.9
goldcoast,2022-10-19,13.5
goldcoast,2022-10-20,7.8
goldcoast,2022-10-21,17.7
goldcoast,2022-10-22,17.2
goldcoast,2022-10-23,93.2
goldcoast,2022-10-24,0.6
goldcoast,2022-10-25,3.5
goldcoast,2022-10-26,0.0
goldcoast,2022-10-27,0.1
goldcoast,2022-10-28,0.0
goldcoast,2022-10-29,0.0
goldcoast,2022-10-30,0.0
goldcoast,2022-10-31,0.6
goldcoast,2022-11-01,15.3
goldcoast,2022-11-02,0.0
goldcoast,2022-11-03,0.0
goldcoast,2022-11-04,0.1
goldcoast,2022-11-05,0.6
goldcoast,2022-11-06,1.8
goldcoast,2022-11-07,0.6
goldcoast,2022-11-08,0.8
goldcoast,2022-11-09,0.3
goldcoast,2022-11-10,0.2
goldcoast,2022-11-11,0.0
goldcoast,2022-11-12,0.0
goldcoast,2022-11-13,0.0
goldcoast,2022-11-14,1.2
goldcoast,2022-11-15,0.0
goldcoast,2022-11-16,0.0
goldcoast,2022-11-17,0.0
goldcoast,2022-11-18,0.0
goldcoast,2022-11-19,0.0
goldcoast,2022-11-20,0.5
goldcoast,2022-11-21,0.0
goldcoast,2022-11-22,0.0
goldcoast,2022-11-23,0.0
goldcoast,2022-11-24,0.0
goldcoast,2022-11-25,0.0
goldcoast,2022-11-26,0.0
goldcoast,2022-11-27,2.1
goldcoast,2022-11-28,3.5
goldcoast,2022-11-29,0.1
goldcoast,2022-11-30,6.7
goldcoast,2022-12-01,20.8
goldcoast,2022-12-02,0.8
goldcoast,2022-12-03,1.3
goldcoast,2022-12-04,0.7
goldcoast,2022-12-05,1.2
goldcoast,2022-12-06,0.0
goldcoast,2022-12-07,0.1
goldcoast,2022-12-08,7.0
goldcoast,2022-12-09,0.1
goldcoast,2022-12-10,1.7
goldcoast,2022-12-11,0.0
goldcoast,2022-12-12,0.1
goldcoast,2022-12-13,16.5
goldcoast,2022-12-14,0.2
goldcoast,2022-12-15,0.3
goldcoast,2022-12-16,0.8
goldcoast,2022-12-17,1.1
goldcoast,2022-12-18,0.0
goldcoast,2022-12-19,0.0
goldcoast,2022-12-20,0.0
goldcoast,2022-12-21,0.2
goldcoast,2022-12-22,0.0
goldcoast,2022-12-23,4.7
goldcoast,2022-12-24,8.9
goldcoast,2022-12-25,3.1
goldcoast,2022-12-26,6.0
goldcoast,2022-12-27,1.4
goldcoast,2022-12-28,3.9
goldcoast,2022-12-29,1.6
goldcoast,2022-12-30,12.1
goldcoast,2022-12-31,3.1
goldcoast,2023-01-01,1.4
goldcoast,2023-01-02,0.5
goldcoast,2023-01-03,0.0
goldcoast,2023-01-04,0.2
goldcoast,2023-01-05,15.3
goldcoast,2023-01-06,0.3
goldcoast,2023-01-07,0.0
goldcoast,2023-01-08,1.2
goldcoast,2023-01-09,0.0
goldcoast,2023-01-10,0.0
goldcoast,2023-01-11,0.1
goldcoast,2023-01-12,0.0
goldcoast,2023-01-13,0.7
goldcoast,2023-01-14,2.4
goldcoast,2023-01-15,0.5
goldcoast,2023-01-16,4.0
goldcoast,2023-01-17,3.3
goldcoast,2023-01-18,1.3
goldcoast,2023-01-19,8.6
goldcoast,2023-01-20,6.3
goldcoast,2023-01-21,0.0
goldcoast,2023-01-22,1.6
goldcoast,2023-01-23,0.0
goldcoast,2023-01-24,1.6
goldcoast,2023-01-25,0.0
goldcoast,2023-01-26,0.0
goldcoast,2023-01-27,0.0
goldcoast,2023-01-28,0.3
goldcoast,2023-01-29,0.9
goldcoast,2023-01-30,6.9
goldcoast,2023-01-31,23.6
goldcoast,2023-02-01,5.7
goldcoast,2023-02-02,1.1
goldcoast,2023-02-03,0.3
goldcoast,2023-02-04,8.6
goldcoast,2023-02-05,0.6
goldcoast,2023-02-06,0.0
goldcoast,2023-02-07,0.1
goldcoast,2023-02-08,0.0
goldcoast,2023-02-09,1.8
goldcoast,2023-02-10,0.0
goldcoast,2023-02-11,0.0
goldcoast,2023-02-12,0.0
goldcoast,2023-02-13,6.1
goldcoast,2023-02-14,11.5
goldcoast,2023-02-15,2.3
goldcoast,2023-02-16,0.0
goldcoast,2023-02-17,0.0
goldcoast,2023-02-18,0.0
goldcoast,2023-02-19,0.0
goldcoast,2023-02-20,3.2
goldcoast,2023-02-21,1.6
goldcoast,2023-02-22,3.3
goldcoast,2023-02-23,5.2
goldcoast,2023-02-24,7.2
goldcoast,2023-02-25,0.4
goldcoast,2023-02-26,0.3
goldcoast,2023-02-27,0.0
goldcoast,2023-02-28,0.1
goldcoast,2023-03-01,3.2
goldcoast,2023-03-02,5.6
goldcoast,2023-03-03,0.1
goldcoast,2023-03-04,0.1
goldcoast,2023-03-05,0.0
goldcoast,2023-03-06,0.0
goldcoast,2023-03-07,0.0
goldcoast,2023-03-08,0.0
goldcoast,2023-03-09,2.4
goldcoast,2023-03-10,6.6
goldcoast,2023-03-11,12.6
goldcoast,2023-03-12,7.8
goldcoast,2023-03-13,0.7
goldcoast,2023-03-14,0.0
goldcoast,2023-03-15,0.8
goldcoast,2023-03-16,0.3
goldcoast,2023-03-17,0.0
goldcoast,2023-03-18,0.0
goldcoast,2023-03-19,0.0
goldcoast,2023-03-20,0.0
goldcoast,2023-03-21,8.5
goldcoast,2023-03-22,13.0
goldcoast,2023-03-23,0.0
goldcoast,2023-03-24,1.5
goldcoast,2023-03-25,3.3
goldcoast,2023-03-26,4.8
goldcoast,2023-03-27,0.3
goldcoast,2023-03-28,0.0
goldcoast,2023-03-29,4.9
goldcoast,2023-03-30,1.6
goldcoast,2023-03-31,0.0
goldcoast,2023-04-01,0.8
goldcoast,2023-04-02,0.1
goldcoast,2023-04-03,1.0
goldcoast,2023-04-04,4.6
goldcoast,2023-04-05,0.0
goldcoast,2023-04-06,1.0
goldcoast,2023-04-07,23.2
goldcoast,2023-04-08,17.1
goldcoast,2023-04-09,0.0
goldcoast,2023-04-10,0.0
goldcoast,2023-04-11,0.0
goldcoast,2023-04-12,0.0
goldcoast,2023-04-13,0.0
goldcoast,2023-04-14,0.6
goldcoast,2023-04-15,0.5
goldcoast,2023-04-16,0.1
goldcoast,2023-04-17,0.8
goldcoast,2023-04-18,0.0
goldcoast,2023-04-19,0.0
goldcoast,2023-04-20,0.0
goldcoast,2023-04-21,1.0
goldcoast,2023-04-22,0.0
goldcoast,2023-04-23,0.2
goldcoast,2023-04-24,2.2
goldcoast,2023-04-25,2.7
goldcoast,2023-04-26,5.0
goldcoast,2023-04-27,4.2
goldcoast,2023-04-28,1.6
goldcoast,2023-04-29,0.3
goldcoast,2023-04-30,6.1
goldcoast,2023-05-01,0.0
goldcoast,2023-05-02,0.0
goldcoast,2023-05-03,0.0
goldcoast,2023-05-04,0.1
goldcoast,2023-05-05,0.0
goldcoast,2023-05-06,0.0
goldcoast,2023-05-07,4.2
goldcoast,2023-05-08,0.0
goldcoast,2023-05-09,0.0
goldcoast,2023-05-10,0.0
goldcoast,2023-05-11,0.0
goldcoast,2023-05-12,0.2
goldcoast,2023-05-13,0.1
goldcoast,2023-05-14,7.1
goldcoast,2023-05-15,41.3
goldcoast,2023-05-16,68.8
goldcoast,2023-05-17,0.0
goldcoast,2023-05-18,0.0
goldcoast,2023-05-19,0.0
goldcoast,2023-05-20,0.0
goldcoast,2023-05-21,0.0
goldcoast,2023-05-22,0.0
goldcoast,2023-05-23,0.0
goldcoast,2023-05-24,0.0
goldcoast,2023-05-25,0.0
goldcoast,2023-05-26,0.0
goldcoast,2023-05-27,0.0
goldcoast,2023-05-28,0.0
goldcoast,2023-05-29,0.0
goldcoast,2023-05-30,0.0
goldcoast,2023-05-31,0.0
goldcoast,2023-06-01,0.0
goldcoast,2023-06-02,0.0
goldcoast,2023-06-03,0.1
goldcoast,2023-06-04,0.7
goldcoast,2023-06-05,5.9
goldcoast,2023-06-06,0.0
goldcoast,2023-06-07,0.0
goldcoast,2023-06-08,0.1
goldcoast,2023-06-09,0.0
goldcoast,2023-06-10,0.0
goldcoast,2023-06-11,0.0
goldcoast,2023-06-12,0.4
goldcoast,2023-06-13,0.7
goldcoast,2023-06-14,0.0
goldcoast,2023-06-15,0.0
goldcoast,2023-06-16,0.0
goldcoast,2023-06-17,0.0
goldcoast,2023-06-18,0.0
goldcoast,2023-06-19,0.0
goldcoast,2023-06-20,0.0
goldcoast,2023-06-21,0.0
goldcoast,2023-06-22,0.1
goldcoast,2023-06-23,0.0
goldcoast,2023-06-24,0.0
goldcoast,2023-06-25,0.0
goldcoast,2023-06-26,0.0
goldcoast,2023-06-27,0.0
goldcoast,2023-06-28,0.0
goldcoast,2023-06-29,0.0
goldcoast,2023-06-30,0.0
goldcoast,2023-07-01,0.0
goldcoast,2023-07-02,0.0
goldcoast,2023-07-03,0.1
goldcoast,2023-07-04,16.4
goldcoast,2023-07-05,0.4
goldcoast,2023-07-06,0.0
goldcoast,2023-07-07,0.0
goldcoast,2023-07-08,0.0
goldcoast,2023-07-09,0.0
goldcoast,2023-07-10,0.0
goldcoast,2023-07-11,0.0
goldcoast,2023-07-12,0.3
goldcoast,2023-07-13,0.0
goldcoast,2023-07-14,0.0
goldcoast,2023-07-15,0.0
goldcoast,2023-07-16,0.0
goldcoast,2023-07-17,3.3
goldcoast,2023-07-18,6.2
goldcoast,2023-07-19,0.0
goldcoast,2023-07-20,0.0
goldcoast,2023-07-21,0.0
goldcoast,2023-07-22,0.0
goldcoast,2023-07-23,0.0
goldcoast,2023-07-24,0.1
goldcoast,2023-07-25,0.0
goldcoast,2023-07-26,0.1
goldcoast,2023-07-27,0.0
goldcoast,2023-07-28,0.0
goldcoast,2023-07-29,0.0
goldcoast,2023-07-30,0.0
goldcoast,2023-07-31,2.1
goldcoast,2023-08-01,0.5
goldcoast,2023-08-02,0.6
goldcoast,2023-08-03,1.4
goldcoast,2023-08-04,1.4
goldcoast,2023-08-05,0.6
goldcoast,2023-08-06,1.6
goldcoast,2023-08-07,0.2
goldcoast,2023-08-08,0.0
goldcoast,2023-08-09,0.4
goldcoast,2023-08-10,0.0
goldcoast,2023-08-11,0.0
goldcoast,2023-08-12,0.0
goldcoast,2023-08-13,0.0
goldcoast,2023-08-14,0.0
goldcoast,2023-08-15,6.6
goldcoast,2023-08-16,0.0
goldcoast,2023-08-17,1.1
goldcoast,2023-08-18,0.0
goldcoast,2023-08-19,0.0
goldcoast,2023-08-20,0.0
goldcoast,2023-08-21,0.0
goldcoast,2023-08-22,0.1
goldcoast,2023-08-23,0.0
goldcoast,2023-08-24,0.0
goldcoast,2023-08-25,0.0
goldcoast,2023-08-26,0.0
goldcoast,2023-08-27,2.0
goldcoast,2023-08-28,1.3
goldcoast,2023-08-29,5.3
goldcoast,2023-08-30,9.2
goldcoast,2023-08-31,0.1
goldcoast,2023-09-01,0.0
goldcoast,2023-09-02,0.0
goldcoast,2023-09-03,0.9
goldcoast,2023-09-04,5.8
goldcoast,2023-09-05,0.0
goldcoast,2023-09-06,0.1
goldcoast,2023-09-07,0.0
goldcoast,2023-09-08,0.9
goldcoast,2023-09-09,0.8
goldcoast,2023-09-10,0.0
goldcoast,2023-09-11,0.6
goldcoast,2023-09-12,0.6
goldcoast,2023-09-13,8.6
goldcoast,2023-09-14,3.0
goldcoast,2023-09-15,0.0
goldcoast,2023-09-16,0.0
goldcoast,2023-09-17,0.0
goldcoast,2023-09-18,0.0
goldcoast,2023-09-19,0.0
goldcoast,2023-09-20,0.0
goldcoast,2023-09-21,0.0
goldcoast,2023-09-22,0.3
goldcoast,2023-09-23,0.6
goldcoast,2023-09-24,1.3
goldcoast,2023-09-25,0.0
goldcoast,2023-09-26,0.0
goldcoast,2023-09-27,0.0
goldcoast,2023-09-28,2.6
goldcoast,2023-09-29,0.2
goldcoast,2023-09-30,0.0
goldcoast,2023-10-01,0.0
goldcoast,2023-10-02,0.0
goldcoast,2023-10-03,0.0
goldcoast,2023-10-04,3.0
goldcoast,2023-10-05,0.7
goldcoast,2023-10-06,0.0
goldcoast,2023-10-07,1.0
goldcoast,2023-10-08,0.6
goldcoast,2023-10-09,0.0
goldcoast,2023-10-10,0.0
goldcoast,2023-10-11,3.0
goldcoast,2023-10-12,0.0
goldcoast,2023-10-13,0.4
goldcoast,2023-10-14,0.5
goldcoast,2023-10-15,0.0
goldcoast,2023-10-16,0.1
goldcoast,2023-10-17,0.0
goldcoast,2023-10-18,0.2
goldcoast,2023-10-19,0.0
goldcoast,2023-10-20,0.0
goldcoast,2023-10-21,0.0
goldcoast,2023-10-22,0.0
goldcoast,2023-10-23,0.0
goldcoast,2023-10-24,0.0
goldcoast,2023-10-25,0.0
goldcoast,2023-10-26,1.5
goldcoast,2023-10-27,4.4
goldcoast,2023-10-28,0.0
goldcoast,2023-10-29,0.1
goldcoast,2023-10-30,0.0
goldcoast,2023-10-31,0.0
goldcoast,2023-11-01,0.0
goldcoast,2023-11-02,0.0
goldcoast,2023-11-03,1.3
goldcoast,2023-11-04,3.0
goldcoast,2023-11-05,21.2
goldcoast,2023-11-06,4.9
goldcoast,2023-11-07,0.5
goldcoast,2023-11-08,1.5
goldcoast,2023-11-09,0.0
goldcoast,2023-11-10,2.6
goldcoast,2023-11-11,0.9
goldcoast,2023-11-12,0.2
goldcoast,2023-11-13,0.1
goldcoast,2023-11-14,0.0
goldcoast,2023-11-15,0.3
goldcoast,2023-11-16,7.4
goldcoast,2023-11-17,25.7
goldcoast,2023-11-18,0.0
goldcoast,2023-11-19,0.1
goldcoast,2023-11-20,8.9
goldcoast,2023-11-21,20.2
goldcoast,2023-11-22,1.5
goldcoast,2023-11-23,1.6
goldcoast,2023-11-24,0.3
goldcoast,2023-11-25,1.3
goldcoast,2023-11-26,0.1
goldcoast,2023-11-27,6.0
goldcoast,2023-11-28,23.7
goldcoast,2023-11-29,8.3
goldcoast,2023-11-30,1.5
goldcoast,2023-12-01,1.7
goldcoast,2023-12-02,8.2
goldcoast,2023-12-03,0.0
goldcoast,2023-12-04,2.6
goldcoast,2023-12-05,0.2
goldcoast,2023-12-06,0.0
goldcoast,2023-12-07,0.0
goldcoast,2023-12-08,0.1
goldcoast,2023-12-09,0.3
goldcoast,2023-12-10,0.0
goldcoast,2023-12-11,0.0
goldcoast,2023-12-12,0.0
goldcoast,2023-12-13,0.0
goldcoast,2023-12-14,0.1
goldcoast,2023-12-15,12.9
goldcoast,2023-12-16,0.0
goldcoast,2023-12-17,0.3
goldcoast,2023-12-18,2.4
goldcoast,2023-12-19,1.0
goldcoast,2023-12-20,2.0
goldcoast,2023-12-21,17.3
goldcoast,2023-12-22,4.9
goldcoast,2023-12-23,0.7
goldcoast,2023-12-24,37.3
goldcoast,2023-12-25,6.4
goldcoast,2023-12-26,0.9
goldcoast,2023-12-27,0.0
goldcoast,2023-12-28,0.3
goldcoast,2023-12-29,0.0
goldcoast,2023-12-30,26.0
goldcoast,2023-12-31,3.6
goldcoast,2024-01-01,19.8
goldcoast,2024-01-02,42.3
goldcoast,2024-01-03,2.1
goldcoast,2024-01-04,0.3
goldcoast,2024-01-05,1.5
goldcoast,2024-01-06,2.5
goldcoast,2024-01-07,1.5
goldcoast,2024-01-08,3.2
goldcoast,2024-01-09,2.3
goldcoast,2024-01-10,10.9
goldcoast,2024-01-11,1.5
goldcoast,2024-01-12,4.9
goldcoast,2024-01-13,4.8
goldcoast,2024-01-14,0.6
goldcoast,2024-01-15,9.2
goldcoast,2024-01-16,8.4
goldcoast,2024-01-17,3.4
goldcoast,2024-01-18,2.8
goldcoast,2024-01-19,4.5
goldcoast,2024-01-20,6.2
goldcoast,2024-01-21,0.2
goldcoast,2024-01-22,0.3
goldcoast,2024-01-23,0.3
goldcoast,2024-01-24,0.0
goldcoast,2024-01-25,0.0
goldcoast,2024-01-26,0.4
goldcoast,2024-01-27,5.0
goldcoast,2024-01-28,32.6
goldcoast,2024-01-29,6.6
goldcoast,2024-01-30,16.3
goldcoast,2024-01-31,0.5
goldcoast,2024-02-01,1.3
goldcoast,2024-02-02,0.0
goldcoast,2024-02-03,0.1
goldcoast,2024-02-04,1.0
goldcoast,2024-02-05,0.3
goldcoast,2024-02-06,0.3
goldcoast,2024-02-07,1.1
goldcoast,2024-02-08,8.4
goldcoast,2024-02-09,9.0
goldcoast,2024-02-10,5.6
goldcoast,2024-02-11,3.6
goldcoast,2024-02-12,2.5
goldcoast,2024-02-13,0.4
goldcoast,2024-02-14,0.2
goldcoast,2024-02-15,7.9
goldcoast,2024-02-16,44.0
goldcoast,2024-02-17,0.2
goldcoast,2024-02-18,0.8
goldcoast,2024-02-19,15.3
goldcoast,2024-02-20,1.6
goldcoast,2024-02-21,1.0
goldcoast,2024-02-22,0.0
goldcoast,2024-02-23,0.2
goldcoast,2024-02-24,21.4
goldcoast,2024-02-25,10.4
goldcoast,2024-02-26,0.2
goldcoast,2024-02-27,1.6
goldcoast,2024-02-28,0.0
goldcoast,2024-02-29,0.2
goldcoast,2024-03-01,0.0
goldcoast,2024-03-02,0.0
goldcoast,2024-03-03,5.1
goldcoast,2024-03-04,20.1
goldcoast,2024-03-05,5.0
goldcoast,2024-03-06,0.1
goldcoast,2024-03-07,0.6
goldcoast,2024-03-08,2.5
goldcoast,2024-03-09,0.7
goldcoast,2024-03-10,1.3
goldcoast,2024-03-11,7.5
goldcoast,2024-03-12,0.3
goldcoast,2024-03-13,0.4
goldcoast,2024-03-14,0.5
goldcoast,2024-03-15,3.0
goldcoast,2024-03-16,1.2
goldcoast,2024-03-17,8.2
goldcoast,2024-03-18,49.8
goldcoast,2024-03-19,3.2
goldcoast,2024-03-20,1.0
goldcoast,2024-03-21,3.9
goldcoast,2024-03-22,0.1
goldcoast,2024-03-23,0.8
goldcoast,2024-03-24,12.3
goldcoast,2024-03-25,13.4
goldcoast,2024-03-26,45.8
goldcoast,2024-03-27,24.7
goldcoast,2024-03-28,0.1
goldcoast,2024-03-29,1.0
goldcoast,2024-03-30,0.2
goldcoast,2024-03-31,1.4
goldcoast,2024-04-01,2.3
goldcoast,2024-04-02,0.9
goldcoast,2024-04-03,21.4
goldcoast,2024-04-04,30.3
goldcoast,2024-04-05,30.2
goldcoast,2024-04-06,12.3
goldcoast,2024-04-07,55.3
goldcoast,2024-04-08,0.2
goldcoast,2024-04-09,0.8
goldcoast,2024-04-10,0.0
goldcoast,2024-04-11,0.0
goldcoast,2024-04-12,0.2
goldcoast,2024-04-13,1.7
goldcoast,2024-04-14,0.1
goldcoast,2024-04-15,0.0
goldcoast,2024-04-16,0.0
goldcoast,2024-04-17,0.1
goldcoast,2024-04-18,3.0
goldcoast,2024-04-19,0.4
goldcoast,2024-04-20,16.5
goldcoast,2024-04-21,48.2
goldcoast,2024-04-22,3.9
goldcoast,2024-04-23,2.9
goldcoast,2024-04-24,1.6
goldcoast,2024-04-25,0.4
goldcoast,2024-04-26,0.1
goldcoast,2024-04-27,1.3
goldcoast,2024-04-28,1.4
goldcoast,2024-04-29,0.4
goldcoast,2024-04-30,0.3
goldcoast,2024-05-01,0.0
goldcoast,2024-05-02,1.7
goldcoast,2024-05-03,2.5
goldcoast,2024-05-04,6.8
goldcoast,2024-05-05,1.2
goldcoast,2024-05-06,0.1
goldcoast,2024-05-07,6.0
goldcoast,2024-05-08,1.2
goldcoast,2024-05-09,4.1
goldcoast,2024-05-10,0.6
goldcoast,2024-05-11,2.5
goldcoast,2024-05-12,3.7
goldcoast,2024-05-13,0.0
goldcoast,2024-05-14,0.0
goldcoast,2024-05-15,0.0
goldcoast,2024-05-16,4.5
goldcoast,2024-05-17,0.2
goldcoast,2024-05-18,4.3
goldcoast,2024-05-19,0.0
goldcoast,2024-05-20,0.0
goldcoast,2024-05-21,0.0
goldcoast,2024-05-22,0.0
goldcoast,2024-05-23,0.0
goldcoast,2024-05-24,0.0
goldcoast,2024-05-25,0.7
goldcoast,2024-05-26,0.1
goldcoast,2024-05-27,0.1
goldcoast,2024-05-28,0.3
goldcoast,2024-05-29,0.6
goldcoast,2024-05-30,3.6
goldcoast,2024-05-31,0.7
goldcoast,2024-06-01,7.0
goldcoast,2024-06-02,0.0
goldcoast,2024-06-03,0.0
goldcoast,2024-06-04,0.0
goldcoast,2024-06-05,0.2
goldcoast,2024-06-06,0.1
goldcoast,2024-06-07,0.0
goldcoast,2024-06-08,0.0
goldcoast,2024-06-09,0.0
goldcoast,2024-06-10,0.0
goldcoast,2024-06-11,0.0
goldcoast,2024-06-12,0.0
goldcoast,2024-06-13,0.0
goldcoast,2024-06-14,0.3
goldcoast,2024-06-15,0.0
goldcoast,2024-06-16,0.0
goldcoast,2024-06-17,0.0
goldcoast,2024-06-18,0.0
